原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,我国,1,,,
,意志,1,,,
,应有,1,,,
,广大,1,,,
,平坦,1,,,
,希望,1,,,
,工作者,1,,,
,山路,1,,,
,实现,1,,,
,大道,1,,,
,复兴,1,,,
,命运,1,,,
,只有,1,,,
,劳苦,1,,,
,共同体,1,,,
,光辉,1,,,
,信心,1,,,
,作出,1,,,
,伟大,1,,,
,人类,1,,,
,中华民族,1,,,
,不畏,1,,,
,,,,,
自主创新是企业的生命，是企业爬坡过坎、发展壮大的根本。关键核心技术必须牢牢掌握在自己手里。要坚定不移把制造业和实体经济做强做优做大。我们强调构建新发展格局，不是关起门来搞建设，而是要继续扩大开放。,企业,2,过坎,过坎,创新
,过坎,1,做强,做强,发展
,自己,1,优做,优做,建设
,自主,1,扩大开放,扩大开放,经济
,而是,1,关起门来,关起门来,我们
,继续,1,爬坡,爬坡,企业
,经济,1,坚定不移,坚定不移,自主
,生命,1,发展壮大,发展壮大,关键
,牢牢,1,核心技术,核心技术,核心技术
,爬坡,1,企业,企业,必须
,格局,1,牢牢,牢牢,构建
,根本,1,构建,构建,继续
,核心技术,1,自主,自主,掌握
,构建,1,实体,实体,自己
,掌握,1,制造业,制造业,格局
,扩大开放,1,,,
,手里,1,,,
,我们,1,,,
,必须,1,,,
,强调,1,,,
,建设,1,,,
,实体,1,,,
,坚定不移,1,,,
,发展壮大,1,,,
,发展,1,,,
,制造业,1,,,
,创新,1,,,
,关键,1,,,
,关起门来,1,,,
,做强,1,,,
,优做,1,,,
,不是,1,,,
,,,,,
提升自主创新能力，尽快突破关键核心技术，是构建新发展格局的一个关键问题。我国高校要勇挑重担，释放高校基础研究、科技创新潜力，聚焦国家战略需要，瞄准关键核心技术特别是“卡脖子”问题，加快技术攻关。要支持“双一流”建设高校加强科技创新工作，依托高水平大学布局建设一批研究设施，推进产学研一体化。,高校,3,高校,高校,创新
,科技,2,核心技术,核心技术,科技
,研究,2,卡脖子,卡脖子,发展
,核心技术,2,勇挑重担,勇挑重担,技术
,建设,2,关键,关键,建设
,创新,2,科技,科技,国家
,关键,2,创新,创新,加快
,高水平,1,产学研,产学研,我国
,需要,1,攻关,攻关,加强
,问题,1,建设,建设,战略
,释放,1,关键问题,关键问题,研究
,设施,1,创新能力,创新能力,自主
,自主,1,研究,研究,基础
,聚焦,1,聚焦,聚焦,关键
,突破,1,高水平,高水平,推进
,瞄准,1,,,
,特别,1,,,
,潜力,1,,,
,格局,1,,,
,构建,1,,,
,攻关,1,,,
,支持,1,,,
,提升,1,,,
,推进,1,,,
,技术,1,,,
,战略,1,,,
,我国,1,,,
,布局,1,,,
,工作,1,,,
,尽快,1,,,
,大学,1,,,
,基础,1,,,
,国家,1,,,
,发展,1,,,
,卡脖子,1,,,
,勇挑重担,1,,,
,加快,1,,,
,加强,1,,,
,创新能力,1,,,
,关键问题,1,,,
,依托,1,,,
,产学研,1,,,
,一流,1,,,
,一批,1,,,
,一体化,1,,,
,一个,1,,,
,,,,,
要集中力量开展关键核心技术攻关，解决一批药品、医疗器械、疫苗等领域“卡脖子”问题。要高度重视新一代信息技术应用，加快“互联网+医疗健康”发展。,高度重视,1,卡脖子,卡脖子,发展
,领域,1,攻关,攻关,加快
,集中力量,1,集中力量,集中力量,领域
,问题,1,医疗器械,医疗器械,关键
,解决,1,核心技术,核心技术,核心技术
,药品,1,信息技术,信息技术,问题
,疫苗,1,高度重视,高度重视,应用
,核心技术,1,新一代,新一代,一批
,新一代,1,药品,药品,开展
,攻关,1,疫苗,疫苗,攻关
,开展,1,互联网,互联网,健康
,应用,1,医疗,医疗,解决
,发展,1,一批,一批,互联网
,卡脖子,1,关键,关键,信息技术
,医疗器械,1,开展,开展,高度重视
,医疗,1,,,
,加快,1,,,
,关键,1,,,
,健康,1,,,
,信息技术,1,,,
,互联网,1,,,
,一批,1,,,
,,,,,
自主创新是增强企业核心竞争力、实现企业高质量发展的必由之路。希望你们聚焦国内短板产品，在自主研发上加倍努力，掌握更多核心技术、前沿技术，增强企业竞争和发展能力。,企业,3,自主,自主,创新
,自主,2,企业,企业,发展
,增强,2,前沿技术,前沿技术,企业
,发展,2,加倍努力,加倍努力,自主
,高质量,1,增强,增强,实现
,能力,1,短板,短板,核心技术
,聚焦,1,必由之路,必由之路,能力
,竞争力,1,高质量,高质量,增强
,竞争,1,核心技术,核心技术,研发
,研发,1,聚焦,聚焦,希望
,短板,1,发展,发展,高质量
,核心技术,1,竞争力,竞争力,掌握
,核心,1,研发,研发,产品
,掌握,1,掌握,掌握,竞争
,必由之路,1,竞争,竞争,竞争力
,希望,1,,,
,实现,1,,,
,国内,1,,,
,加倍努力,1,,,
,前沿技术,1,,,
,创新,1,,,
,你们,1,,,
,产品,1,,,
,,,,,
40年来，深圳奋力解放和发展社会生产力，大力推进科技创新，地区生产总值从1980年的2.7亿元增至2019年的2.7万亿元，年均增长20.7%，经济总量位居亚洲城市第五位，财政收入从不足1亿元增加到9424亿元，实现了由一座落后的边陲小镇到具有全球影响力的国际化大都市的历史性跨越。,亿元,3,2.7,2.7,创新
,2.7,2,亿元,亿元,科技
,边陲,1,40,40,发展
,跨越,1,1980,1980,实现
,财政收入,1,2019,2019,社会
,解放,1,20.7%,20.7%,推进
,落后,1,9424,9424,全球
,经济总量,1,边陲,边陲,具有
,第五位,1,第五位,第五位,大力
,科技,1,经济总量,经济总量,增长
,社会,1,大都市,大都市,生产力
,生产总值,1,小镇,小镇,城市
,生产力,1,历史性,历史性,跨越
,深圳,1,奋力,奋力,地区
,推进,1,财政收入,财政收入,落后
,影响力,1,,,
,年来,1,,,
,年均,1,,,
,小镇,1,,,
,实现,1,,,
,奋力,1,,,
,大都市,1,,,
,大力,1,,,
,增长,1,,,
,增至,1,,,
,增加,1,,,
,城市,1,,,
,地区,1,,,
,国际化,1,,,
,发展,1,,,
,历史性,1,,,
,创新,1,,,
,具有,1,,,
,全球,1,,,
,位居,1,,,
,亚洲,1,,,
,不足,1,,,
,万亿元,1,,,
,一座,1,,,
,9424,1,,,
,40,1,,,
,2019,1,,,
,20.7%,1,,,
,1980,1,,,
,,,,,
必须坚持创新是第一动力，在全球科技革命和产业变革中赢得主动权。,革命,1,主动权,主动权,创新
,赢得,1,变革,变革,科技
,第一,1,赢得,赢得,产业
,科技,1,科技,科技,坚持
,必须,1,坚持,坚持,全球
,坚持,1,创新,创新,变革
,变革,1,动力,动力,必须
,动力,1,革命,革命,革命
,创新,1,产业,产业,动力
,全球,1,第一,第一,第一
,产业,1,全球,全球,主动权
,主动权,1,必须,必须,赢得
,,,,,
要坚定不移实施创新驱动发展战略，培育新动能，提升新势能，建设具有全球影响力的科技和产业创新高地。要围绕产业链部署创新链、围绕创新链布局产业链，前瞻布局战略性新兴产业，培育发展未来产业，发展数字经济。要加大基础研究和应用基础研究投入力度，发挥深圳产学研深度融合优势，主动融入全球创新网络。,创新,5,创新,创新,创新
,发展,3,产业链,产业链,科技
,研究,2,培育,培育,发展
,布局,2,围绕,围绕,建设
,基础,2,布局,布局,经济
,培育,2,产业,产业,产业
,围绕,2,发展,发展,战略
,全球,2,产学研,产学研,研究
,产业链,2,势能,势能,数字
,产业,2,全球,全球,基础
,高地,1,基础,基础,全球
,驱动,1,前瞻,前瞻,发挥
,部署,1,坚定不移,坚定不移,优势
,融合,1,研究,研究,提升
,融入,1,融入,融入,融合
,网络,1,,,
,经济,1,,,
,科技,1,,,
,深度,1,,,
,深圳,1,,,
,未来,1,,,
,新兴产业,1,,,
,数字,1,,,
,提升,1,,,
,投入,1,,,
,战略性,1,,,
,战略,1,,,
,影响力,1,,,
,建设,1,,,
,应用,1,,,
,实施,1,,,
,坚定不移,1,,,
,发挥,1,,,
,势能,1,,,
,动能,1,,,
,加大,1,,,
,力度,1,,,
,前瞻,1,,,
,具有,1,,,
,优势,1,,,
,产学研,1,,,
,主动,1,,,
,,,,,
当今世界正经历百年未有之大变局，科技创新是其中一个关键变量。我们要于危机中育先机、于变局中开新局，必须向科技创新要答案。要充分认识推动量子科技发展的重要性和紧迫性，加强量子科技发展战略谋划和系统布局，把握大趋势，下好先手棋。,科技,4,科技,科技,创新
,量子,2,量子,量子,科技
,发展,2,大变局,大变局,发展
,创新,2,要于,要于,推动
,重要性,1,中育,中育,加强
,趋势,1,中开,中开,我们
,谋划,1,新局,新局,战略
,要于,1,先手棋,先手棋,关键
,经历,1,创新,创新,必须
,紧迫性,1,变局,变局,量子
,系统,1,紧迫性,紧迫性,一个
,答案,1,先机,先机,把握
,百年,1,充分认识,充分认识,布局
,未有,1,当今世界,当今世界,当今世界
,新局,1,谋划,谋划,系统
,推动,1,,,
,把握,1,,,
,战略,1,,,
,我们,1,,,
,必须,1,,,
,当今世界,1,,,
,布局,1,,,
,大变局,1,,,
,变量,1,,,
,变局,1,,,
,危机,1,,,
,加强,1,,,
,其中,1,,,
,关键,1,,,
,先机,1,,,
,先手棋,1,,,
,充分认识,1,,,
,中育,1,,,
,中开,1,,,
,一个,1,,,
,,,,,
近年来，量子科技发展突飞猛进，成为新一轮科技革命和产业变革的前沿领域。加快发展量子科技，对促进高质量发展、保障国家安全具有非常重要的作用。,科技,3,科技,科技,科技
,发展,3,量子,量子,发展
,量子,2,发展,发展,国家
,高质量,1,突飞猛进,突飞猛进,加快
,领域,1,高质量,高质量,产业
,革命,1,前沿,前沿,领域
,非常,1,变革,变革,重要
,重要,1,新一轮,新一轮,促进
,近年来,1,近年来,近年来,作用
,突飞猛进,1,保障,保障,变革
,新一轮,1,加快,加快,成为
,成为,1,安全,安全,具有
,安全,1,革命,革命,革命
,国家,1,促进,促进,安全
,变革,1,产业,产业,新一轮
,加快,1,,,
,前沿,1,,,
,具有,1,,,
,保障,1,,,
,促进,1,,,
,作用,1,,,
,产业,1,,,
,,,,,
量子力学是人类探究微观世界的重大成果。量子科技发展具有重大科学意义和战略价值，是一项对传统技术体系产生冲击、进行重构的重大颠覆性技术创新，将引领新一轮科技革命和产业变革方向。我国科技工作者在量子科技上奋起直追，取得一批具有国际影响力的重大创新成果。总体上看，我国已经具备了在量子科技领域的科技实力和创新能力。同时，也要看到，我国量子科技发展存在不少短板，发展面临多重挑战。我们必须坚定不移走自主创新道路，坚定信心、埋头苦干，突破关键核心技术，努力在关键领域实现自主可控，保障产业链供应链安全，增强我国科技应对国际风险挑战的能力。,科技,7,科技,科技,创新
,量子,4,量子,量子,科技
,我国,4,我国,我国,发展
,重大,3,重大,重大,技术
,发展,3,自主,自主,我国
,自主,2,挑战,挑战,产业
,挑战,2,关键,关键,我们
,国际,2,奋起直追,奋起直追,科学
,创新,2,科技领域,科技领域,领域
,具有,2,创新,创新,战略
,关键,2,埋头苦干,埋头苦干,国际
,风险,1,重大成果,重大成果,自主
,颠覆性,1,颠覆性,颠覆性,实现
,领域,1,微观世界,微观世界,体系
,革命,1,发展,发展,关键
,面临,1,,,
,量子力学,1,,,
,重构,1,,,
,重大成果,1,,,
,道路,1,,,
,进行,1,,,
,能力,1,,,
,突破,1,,,
,科技领域,1,,,
,科学,1,,,
,短板,1,,,
,看到,1,,,
,核心技术,1,,,
,方向,1,,,
,新一轮,1,,,
,探究,1,,,
,技术创新,1,,,
,技术,1,,,
,战略,1,,,
,我们,1,,,
,成果,1,,,
,意义,1,,,
,总体,1,,,
,必须,1,,,
,微观世界,1,,,
,影响力,1,,,
,引领,1,,,
,应对,1,,,
,已经,1,,,
,工作者,1,,,
,实现,1,,,
,实力,1,,,
,安全,1,,,
,存在,1,,,
,奋起直追,1,,,
,多重,1,,,
,增强,1,,,
,埋头苦干,1,,,
,坚定信心,1,,,
,坚定不移,1,,,
,同时,1,,,
,可控,1,,,
,变革,1,,,
,取得,1,,,
,努力,1,,,
,创新能力,1,,,
,冲击,1,,,
,具备,1,,,
,保障,1,,,
,供应链,1,,,
,体系,1,,,
,传统,1,,,
,价值,1,,,
,人类,1,,,
,产生,1,,,
,产业链,1,,,
,产业,1,,,
,不少,1,,,
,一项,1,,,
,一批,1,,,
,,,,,
要系统总结我国量子科技发展的成功经验，借鉴国外的有益做法，深入分析研判量子科技发展大势，找准我国量子科技发展的切入点和突破口，统筹基础研究、前沿技术、工程技术研发，培育量子通信等战略性新兴产业，抢占量子科技国际竞争制高点，构筑发展新优势。,量子,5,量子,量子,科技
,科技,4,科技,科技,发展
,发展,4,发展,发展,我国
,我国,2,前沿技术,前沿技术,研究
,通信,1,切入点,切入点,基础
,统筹,1,深入分析,深入分析,优势
,系统,1,国际竞争,国际竞争,研发
,突破口,1,找准,找准,培育
,研究,1,我国,我国,量子
,研发,1,成功经验,成功经验,战略性
,研判,1,突破口,突破口,统筹
,深入分析,1,制高点,制高点,制高点
,构筑,1,研判,研判,系统
,有益,1,工程技术,工程技术,新兴产业
,新兴产业,1,大势,大势,抢占
,抢占,1,,,
,找准,1,,,
,战略性,1,,,
,成功经验,1,,,
,总结,1,,,
,工程技术,1,,,
,大势,1,,,
,基础,1,,,
,培育,1,,,
,国际竞争,1,,,
,国外,1,,,
,前沿技术,1,,,
,制高点,1,,,
,切入点,1,,,
,做法,1,,,
,借鉴,1,,,
,优势,1,,,
,,,,,
要加强顶层设计和前瞻布局。要加强战略研判，坚持创新自信，敢啃硬骨头，在组织实施长周期重大项目中加强顶层设计和前瞻布局，加强多学科交叉融合和多技术领域集成创新，形成我国量子科技发展的体系化能力。,加强,4,加强,加强,创新
,顶层,2,顶层,顶层,科技
,设计,2,前瞻,前瞻,发展
,布局,2,布局,布局,技术
,前瞻,2,体系化,体系化,我国
,创新,2,创新,创新,加强
,领域,1,设计,设计,领域
,集成,1,硬骨头,硬骨头,战略
,量子,1,重大项目,重大项目,坚持
,重大项目,1,研判,研判,融合
,融合,1,量子,量子,形成
,自信,1,集成,集成,能力
,能力,1,交叉,交叉,组织
,组织,1,自信,自信,实施
,科技,1,融合,融合,量子
,硬骨头,1,,,
,研判,1,,,
,技术,1,,,
,战略,1,,,
,我国,1,,,
,形成,1,,,
,实施,1,,,
,学科,1,,,
,坚持,1,,,
,周期,1,,,
,发展,1,,,
,体系化,1,,,
,交叉,1,,,
,,,,,
要健全政策支持体系。要加快营造推进量子科技发展的良好政策环境，形成更加有力的政策支持。要保证对量子科技领域的资金投入，同时带动地方、企业、社会加大投入力度。要加大对科研机构和高校对量子科技基础研究的投入，加强国家战略科技力量统筹建设，完善科研管理和组织机制。,量子,3,量子,量子,科技
,科技,3,科技,科技,发展
,政策,3,政策,政策,建设
,支持,2,投入,投入,国家
,投入,2,加大,加大,加快
,加大,2,科技领域,科技领域,加强
,高校,1,支持,支持,战略
,资金投入,1,资金投入,资金投入,企业
,营造,1,科研机构,科研机构,研究
,良好,1,统筹,统筹,基础
,统筹,1,高校,高校,体系
,组织,1,科研,科研,社会
,管理,1,营造,营造,推进
,科研机构,1,健全,健全,形成
,科研,1,有力,有力,支持
,科技领域,1,,,
,社会,1,,,
,研究,1,,,
,环境,1,,,
,机制,1,,,
,有力,1,,,
,更加,1,,,
,推进,1,,,
,战略,1,,,
,形成,1,,,
,建设,1,,,
,带动,1,,,
,完善,1,,,
,基础,1,,,
,地方,1,,,
,国家,1,,,
,同时,1,,,
,发展,1,,,
,加快,1,,,
,加强,1,,,
,力量,1,,,
,力度,1,,,
,健全,1,,,
,保证,1,,,
,体系,1,,,
,企业,1,,,
,,,,,
要加快基础研究突破和关键核心技术攻关。量子科技发展取决于基础理论研究的突破，颠覆性技术的形成是个厚积薄发的过程。要统筹量子科技领域人才、基地、项目，实现全要素一体化配置，加快推进量子科技重大项目实施。要加大关键核心技术攻关，不畏艰难险阻，勇攀科学高峰，在量子科技领域再取得一批高水平原创成果。,量子,4,量子,量子,科技
,突破,2,科技领域,科技领域,发展
,科技领域,2,攻关,攻关,技术
,科技,2,核心技术,核心技术,加快
,研究,2,关键,关键,科学
,核心技术,2,勇攀,勇攀,人才
,攻关,2,加快,加快,研究
,加快,2,科技,科技,基础
,关键,2,厚积薄发,厚积薄发,实现
,高水平,1,突破,突破,关键
,高峰,1,颠覆性,颠覆性,推进
,颠覆性,1,艰难险阻,艰难险阻,突破
,项目,1,不畏,不畏,核心技术
,重大项目,1,重大项目,重大项目,形成
,配置,1,基础理论,基础理论,成果
,过程,1,,,
,要素,1,,,
,艰难险阻,1,,,
,统筹,1,,,
,科学,1,,,
,推进,1,,,
,技术,1,,,
,成果,1,,,
,形成,1,,,
,实现,1,,,
,实施,1,,,
,基础理论,1,,,
,基础,1,,,
,基地,1,,,
,取得,1,,,
,取决于,1,,,
,发展,1,,,
,原创,1,,,
,厚积薄发,1,,,
,勇攀,1,,,
,加大,1,,,
,人才,1,,,
,不畏,1,,,
,一批,1,,,
,一体化,1,,,
,,,,,
要培养造就高水平人才队伍。重大发明创造、颠覆性技术创新关键在人才。要加快量子科技领域人才培养力度，加快培养一批量子科技领域的高精尖人才，建立适应量子科技发展的专门培养计划，打造体系化、高层次量子科技人才培养平台。要围绕量子科技前沿方向，加强相关学科和课程体系建设，造就一批能够把握世界科技大势、善于统筹协调的世界级科学家和领军人才，发现一批创新思维活跃、敢闯“无人区”的青年才俊和顶尖人才。要建立以信任为前提的顶尖科学家负责制，给他们充分的人财物自主权和技术路线决定权，鼓励优秀青年人才勇挑重担。要用好人才评价这个“指挥棒”，完善科技人员绩效考核评价机制，把科研人员创造性活动从不合理的经费管理、人才评价等体制中解放出来，营造有利于激发科技人才创新的生态系统。,人才,7,人才,人才,创新
,量子,5,量子,量子,科技
,评价,3,科技领域,科技领域,发展
,科技,3,评价,评价,技术
,培养,3,培养,培养,建设
,一批,3,人才培养,人才培养,加快
,顶尖,2,一批,一批,加强
,造就,2,顶尖,顶尖,人才
,科技领域,2,科技,科技,世界
,科学家,2,造就,造就,关键
,建立,2,科技前沿,科技前沿,重大
,加快,2,课程体系,课程体系,科学家
,创新,2,科学家,科学家,一批
,人才培养,2,勇挑重担,勇挑重担,机制
,鼓励,1,体系化,体系化,完善
,高精尖,1,,,
,高水平,1,,,
,高层次,1,,,
,颠覆性,1,,,
,青年才俊,1,,,
,重大,1,,,
,适应,1,,,
,这个,1,,,
,路线,1,,,
,负责制,1,,,
,课程体系,1,,,
,计划,1,,,
,解放出来,1,,,
,要用,1,,,
,营造,1,,,
,自主权,1,,,
,能够,1,,,
,绩效考核,1,,,
,统筹,1,,,
,经费,1,,,
,管理,1,,,
,科研人员,1,,,
,科技前沿,1,,,
,科技人才,1,,,
,科技人员,1,,,
,相关,1,,,
,生态系统,1,,,
,激发,1,,,
,活跃,1,,,
,活动,1,,,
,机制,1,,,
,有利于,1,,,
,无人区,1,,,
,方向,1,,,
,指挥棒,1,,,
,把握,1,,,
,技术创新,1,,,
,技术,1,,,
,打造,1,,,
,思维,1,,,
,建设,1,,,
,平台,1,,,
,完善,1,,,
,学科,1,,,
,大势,1,,,
,围绕,1,,,
,善于,1,,,
,和领军,1,,,
,发现,1,,,
,发明创造,1,,,
,发展,1,,,
,协调,1,,,
,勇挑重担,1,,,
,加强,1,,,
,力度,1,,,
,前提,1,,,
,创造性,1,,,
,决定权,1,,,
,关键,1,,,
,充分,1,,,
,信任,1,,,
,体系化,1,,,
,体制,1,,,
,优秀青年,1,,,
,他们,1,,,
,人财物,1,,,
,人才队伍,1,,,
,世界级,1,,,
,世界,1,,,
,专门,1,,,
,不合理,1,,,
,,,,,
要促进产学研协同创新。要提高量子科技理论研究成果向实用化、工程化转化的速度和效率，积极吸纳企业参与量子科技发展，引导更多高校、科研院所积极开展量子科技基础研究和应用研发，促进产学研深度融合和协同创新。要加强量子科技领域国际合作，提升量子科技领域国际合作的层次和水平。,量子,5,量子,量子,创新
,科技,3,科技领域,科技领域,科技
,科技领域,2,产学研,产学研,发展
,国际,2,科技,科技,加强
,合作,2,协同,协同,合作
,协同,2,工程化,工程化,企业
,创新,2,创新,创新,研究
,促进,2,合作,合作,国际
,产学研,2,促进,促进,基础
,高校,1,实用化,实用化,提高
,速度,1,科研院所,科研院所,提升
,转化,1,积极开展,积极开展,促进
,融合,1,国际,国际,融合
,积极开展,1,吸纳,吸纳,应用
,积极,1,研究成果,研究成果,积极
,科研院所,1,,,
,研究成果,1,,,
,研究,1,,,
,研发,1,,,
,理论,1,,,
,深度,1,,,
,水平,1,,,
,效率,1,,,
,提高,1,,,
,提升,1,,,
,引导,1,,,
,应用,1,,,
,工程化,1,,,
,层次,1,,,
,实用化,1,,,
,基础,1,,,
,吸纳,1,,,
,发展,1,,,
,参与,1,,,
,加强,1,,,
,企业,1,,,
,,,,,
各级党委和政府要高度重视科技创新发展，学习新知识，掌握新动态，做好重大科技任务布局规划，优化科技资源配置，采取得力措施保证党中央关于科技创新发展重大决策部署落地见效。要发挥宏观指导、统筹协调、服务保障作用，充分调动各方面积极性、主动性、创造性，有力推动重大科技任务攻关，为抢占科技发展国际竞争制高点、构筑发展新优势提供有力支持。,科技,6,科技,科技,创新
,发展,4,重大,重大,科技
,重大,3,发展,发展,发展
,有力,2,有力,有力,推动
,创新,2,宏观指导,宏观指导,重大
,任务,2,创新,创新,发挥
,高度重视,1,任务,任务,优势
,采取,1,充分调动,充分调动,作用
,部署,1,各级党委,各级党委,支持
,资源配置,1,国际竞争,国际竞争,方面
,规划,1,攻关,攻关,服务
,见效,1,见效,见效,提供
,落地,1,资源配置,资源配置,优化
,统筹,1,制高点,制高点,攻关
,积极性,1,主动性,主动性,保障
,知识,1,,,
,构筑,1,,,
,服务,1,,,
,方面,1,,,
,政府,1,,,
,攻关,1,,,
,支持,1,,,
,提供,1,,,
,措施,1,,,
,推动,1,,,
,掌握,1,,,
,抢占,1,,,
,得力,1,,,
,布局,1,,,
,宏观指导,1,,,
,学习,1,,,
,国际竞争,1,,,
,各级党委,1,,,
,发挥,1,,,
,协调,1,,,
,动态,1,,,
,制高点,1,,,
,创造性,1,,,
,决策,1,,,
,关于,1,,,
,党中央,1,,,
,充分调动,1,,,
,做好,1,,,
,保障,1,,,
,保证,1,,,
,作用,1,,,
,优化,1,,,
,优势,1,,,
,主动性,1,,,
,,,,,
新冠肺炎疫情发生以来，各国科学家协力寻求抗疫之道，在治疗、药物和疫苗研发、防控等多个重要领域开展科技攻关和跨国合作，为抗击疫情作出了重大贡献。在当前形势下，尤其需要开展新冠肺炎药物、疫苗、检测领域的研究合作，聚焦气候变化、人类健康等共性问题，让科技创新更好造福人类。,领域,2,新冠,新冠,创新
,药物,2,肺炎,肺炎,科技
,肺炎,2,疫情,疫情,合作
,疫苗,2,疫苗,疫苗,领域
,疫情,2,药物,药物,研究
,新冠,2,开展,开展,重要
,开展,2,抗疫,抗疫,人类
,合作,2,造福人类,造福人类,问题
,需要,1,合作,合作,科学家
,防控,1,领域,领域,需要
,问题,1,科技攻关,科技攻关,研发
,重要,1,协力,协力,各国
,重大贡献,1,共性,共性,开展
,造福人类,1,重大贡献,重大贡献,健康
,跨国,1,跨国,跨国,作出
,聚焦,1,,,
,科技攻关,1,,,
,科技,1,,,
,科学家,1,,,
,研究,1,,,
,研发,1,,,
,治疗,1,,,
,气候变化,1,,,
,检测,1,,,
,更好,1,,,
,抗疫,1,,,
,抗击,1,,,
,形势,1,,,
,当前,1,,,
,尤其,1,,,
,寻求,1,,,
,多个,1,,,
,各国,1,,,
,发生,1,,,
,协力,1,,,
,创新,1,,,
,共性,1,,,
,健康,1,,,
,作出,1,,,
,以来,1,,,
,人类,1,,,
,之道,1,,,
,,,,,
中国高度重视科技创新工作，坚持把创新作为引领发展的第一动力。中国将实施更加开放包容、互惠共享的国际科技合作战略，愿同全球顶尖科学家、国际科技组织一道，加强重大科学问题研究，加大共性科学技术破解，加深重点战略科学项目协作。希望各位科学家积极交流思想、推进合作，共同推进世界科学事业。,科技,3,科技,科技,创新
,科学家,2,科学家,科学家,科技
,科学,2,愿同,愿同,发展
,推进,2,交流思想,交流思想,加强
,战略,2,战略,战略,合作
,国际,2,创新,创新,科学
,合作,2,推进,推进,中国
,创新,2,科学,科学,世界
,中国,2,合作,合作,战略
,高度重视,1,科学事业,科学事业,研究
,项目,1,互惠,互惠,国际
,顶尖,1,包容,包容,推进
,问题,1,共性,共性,重大
,重点,1,国际,国际,坚持
,重大,1,顶尖,顶尖,全球
,组织,1,,,
,第一,1,,,
,积极,1,,,
,科学技术,1,,,
,科学事业,1,,,
,破解,1,,,
,研究,1,,,
,更加,1,,,
,愿同,1,,,
,引领,1,,,
,开放,1,,,
,希望,1,,,
,工作,1,,,
,实施,1,,,
,坚持,1,,,
,各位,1,,,
,发展,1,,,
,协作,1,,,
,包容,1,,,
,动力,1,,,
,加深,1,,,
,加强,1,,,
,加大,1,,,
,共性,1,,,
,共同,1,,,
,共享,1,,,
,全球,1,,,
,作为,1,,,
,交流思想,1,,,
,互惠,1,,,
,世界,1,,,
,一道,1,,,
,,,,,
当今世界，新一轮科技革命和产业变革方兴未艾，给人类发展带来了深刻变化，为解决和应对全球性发展难题和挑战提供了新路径。,发展,2,方兴未艾,方兴未艾,科技
,革命,1,当今世界,当今世界,发展
,难题,1,全球性,全球性,产业
,路径,1,路径,路径,人类
,解决,1,难题,难题,变革
,科技,1,变革,变革,革命
,深刻,1,新一轮,新一轮,提供
,方兴未艾,1,发展,发展,新一轮
,新一轮,1,深刻,深刻,解决
,提供,1,挑战,挑战,挑战
,挑战,1,应对,应对,带来
,当今世界,1,科技,科技,深刻
,应对,1,人类,人类,当今世界
,带来,1,革命,革命,应对
,变革,1,产业,产业,变化
,变化,1,,,
,全球性,1,,,
,人类,1,,,
,产业,1,,,
,,,,,
科学技术应该造福全人类。当前，全球正面临新冠肺炎疫情等各种挑战。中国愿同各国一道，加强科技创新与合作，促进更加开放包容、互惠共享的国际科技创新交流，为推动全球经济复苏、保障人民身体健康作出贡献。博鳌亚洲论坛同澳门特别行政区政府共同举办国际科技与创新论坛大会，将为全球科技创新提供交流合作的重要平台。希望大会围绕“创新赋能可持续发展”这一主题，集思广益，增进共识，促进合作，使科技创新更好造福各国人民。,创新,6,创新,创新,创新
,科技,5,科技,科技,科技
,合作,3,造福,造福,发展
,全球,3,合作,合作,经济
,造福,2,全球,全球,推动
,论坛,2,交流,交流,加强
,大会,2,论坛,论坛,合作
,国际,2,澳门特别行政区政府,澳门特别行政区政府,中国
,各国,2,大会,大会,国际
,促进,2,新冠,新冠,重要
,人民,2,愿同,愿同,全球
,交流,2,赋能,赋能,促进
,面临,1,各国,各国,人民
,集思广益,1,集思广益,集思广益,科学技术
,重要,1,促进,促进,各国
,这一,1,,,
,身体健康,1,,,
,赋能,1,,,
,肺炎,1,,,
,经济,1,,,
,科学技术,1,,,
,疫情,1,,,
,澳门特别行政区政府,1,,,
,更好,1,,,
,更加,1,,,
,新冠,1,,,
,提供,1,,,
,推动,1,,,
,挑战,1,,,
,持续,1,,,
,愿同,1,,,
,当前,1,,,
,开放,1,,,
,应该,1,,,
,平台,1,,,
,希望,1,,,
,复苏,1,,,
,增进,1,,,
,围绕,1,,,
,各种,1,,,
,发展,1,,,
,博鳌,1,,,
,包容,1,,,
,加强,1,,,
,共识,1,,,
,共同,1,,,
,共享,1,,,
,全人类,1,,,
,保障,1,,,
,作出贡献,1,,,
,亚洲,1,,,
,互惠,1,,,
,举办,1,,,
,主题,1,,,
,中国,1,,,
,一道,1,,,
,,,,,
