原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,影响力,1,,,
,当好,1,,,
,建到,1,,,
,工作,1,,,
,密集,1,,,
,契机,1,,,
,增强,1,,,
,吸引力,1,,,
,加强,1,,,
,创先争优,1,,,
,凝聚力,1,,,
,做好,1,,,
,做到,1,,,
,之友,1,,,
,,,,,
科协工作是国家科技工作的重要组成部分，也是党的群众工作的重要组成部分。希望各级党委和政府从提高自主创新能力、加快建设创新型国家的战略高度，进一步加强和改进对科协工作的领导。要全力支持科协组织依照法律和章程独立自主地开展工作，定期听取科协工作汇报，关心科协干部成长，保障经费投入。要更加重视发挥科协组织为党委和政府科学决策服务的独特作用，重视发挥科协组织在推动科学发展、促进社会和谐中的独特作用，积极引导支持科协所属学会承接政府转移的社会化服务职能。要通过深化科技管理体制改革，优化科技资源配置，完善科技项目申报和科技成果评价机制，有效改变一部分骨干科研人员无法集中精力搞科研的状况，使他们心无旁骛地专注研究、多出成果。要大力宣传、持续宣传科技界涌现的先进典型，充分展示广大科技工作者的卓越贡献、崇高境界和时代风采。,科技,5,科协,科协,科技
,科协,5,科协工作,科协工作,发展
,组织,3,科技,科技,建设
,科协工作,3,组织,组织,国家
,政府,3,政府,政府,推动
,工作,3,组成部分,组成部分,加快
,重视,2,独特,独特,加强
,重要,2,宣传,宣传,科学
,组成部分,2,工作,工作,战略
,独特,2,发挥,发挥,研究
,服务,2,重视,重视,自主
,宣传,2,心无旁骛,心无旁骛,重要
,国家,2,先进典型,先进典型,社会
,发挥,2,科学决策,科学决策,发挥
,作用,2,服务,服务,提高
,高度,1,,,
,骨干,1,,,
,风采,1,,,
,领导,1,,,
,项目,1,,,
,集中精力,1,,,
,通过,1,,,
,进一步,1,,,
,转移,1,,,
,资源配置,1,,,
,评价,1,,,
,自主,1,,,
,职能,1,,,
,群众,1,,,
,经费,1,,,
,管理,1,,,
,章程,1,,,
,积极,1,,,
,科研人员,1,,,
,科研,1,,,
,科技界,1,,,
,科技成果,1,,,
,科学决策,1,,,
,科学,1,,,
,社会化,1,,,
,社会,1,,,
,研究,1,,,
,申报,1,,,
,独立自主,1,,,
,状况,1,,,
,深化,1,,,
,涌现,1,,,
,法律,1,,,
,汇报,1,,,
,机制,1,,,
,有效,1,,,
,更加,1,,,
,时代,1,,,
,无法,1,,,
,改进,1,,,
,改变,1,,,
,支持,1,,,
,提高,1,,,
,推动,1,,,
,持续,1,,,
,投入,1,,,
,承接,1,,,
,所属,1,,,
,战略,1,,,
,成长,1,,,
,成果,1,,,
,心无旁骛,1,,,
,引导,1,,,
,开展,1,,,
,建设,1,,,
,广大,1,,,
,干部,1,,,
,希望,1,,,
,工作者,1,,,
,崇高,1,,,
,展示,1,,,
,定期,1,,,
,完善,1,,,
,学会,1,,,
,大力,1,,,
,多出,1,,,
,境界,1,,,
,和谐,1,,,
,听取,1,,,
,各级党委,1,,,
,发展,1,,,
,卓越贡献,1,,,
,加快,1,,,
,加强,1,,,
,创新能力,1,,,
,创新型,1,,,
,关心,1,,,
,全力支持,1,,,
,党委,1,,,
,先进典型,1,,,
,充分,1,,,
,保障,1,,,
,促进,1,,,
,依照,1,,,
,体制改革,1,,,
,优化,1,,,
,他们,1,,,
,专注,1,,,
,一部分,1,,,
,,,,,
中国将鼓励外资更多参与中国现代农业、高新技术、先进制造、节能环保、新能源和现代服务业等领域的发展，鼓励外资更多投向中国中西部地区。,中国,3,外资,外资,发展
,鼓励,2,鼓励,鼓励,中国
,外资,2,现代农业,现代农业,领域
,高新技术,1,中国,中国,现代
,领域,1,高新技术,高新技术,先进
,节能,1,中西部,中西部,鼓励
,现代农业,1,投向,投向,制造
,现代,1,服务业,服务业,高新技术
,环保,1,节能,节能,参与
,服务业,1,环保,环保,新能源
,新能源,1,新能源,新能源,地区
,投向,1,先进,先进,现代农业
,地区,1,制造,制造,服务业
,发展,1,现代,现代,节能
,参与,1,领域,领域,环保
,制造,1,,,
,先进,1,,,
,中西部,1,,,
,,,,,
现在，中国已成为世界第一大出口国、第二大进口国、第二大经济体、第四大发明专利国。中国在载人航天、探月工程、超级计算机等尖端科技领域实现重大突破。,第二,2,超级计算机,超级计算机,中国
,中国,2,探月,探月,领域
,领域,1,尖端科技,尖端科技,世界
,重大突破,1,第二,第二,实现
,进口国,1,发明专利,发明专利,成为
,载人,1,进口国,进口国,第一
,超级计算机,1,重大突破,重大突破,工程
,航天,1,出口国,出口国,航天
,经济体,1,载人,载人,重大突破
,第四,1,航天,航天,第二
,第一,1,经济体,经济体,探月
,现在,1,第四,第四,载人
,探月,1,中国,中国,现在
,成为,1,工程,工程,超级计算机
,工程,1,领域,领域,经济体
,尖端科技,1,,,
,实现,1,,,
,发明专利,1,,,
,出口国,1,,,
,世界,1,,,
,,,,,
中国产业结构不够合理，城乡区域发展不协调，经济发展质量需要改善，特别是经济增长的资源环境约束强化，科技创新能力不强，就业总量压力和结构性矛盾并存。中国实现自己的发展目标需要继续付出艰苦努力。,发展,3,发展,发展,科技
,需要,2,创新能力,创新能力,发展
,经济,2,需要,需要,经济
,中国,2,并存,并存,中国
,资源,1,艰苦,艰苦,实现
,质量,1,产业结构,产业结构,资源
,艰苦,1,城乡,城乡,创新能力
,自己,1,结构性,结构性,需要
,继续,1,付出,付出,努力
,结构性,1,经济,经济,环境
,约束,1,约束,约束,强化
,科技,1,强化,强化,继续
,矛盾,1,不够,不够,增长
,目标,1,总量,总量,自己
,环境,1,协调,协调,特别
,特别,1,,,
,改善,1,,,
,总量,1,,,
,强化,1,,,
,并存,1,,,
,就业,1,,,
,实现,1,,,
,增长,1,,,
,城乡,1,,,
,合理,1,,,
,压力,1,,,
,协调,1,,,
,区域,1,,,
,努力,1,,,
,创新能力,1,,,
,付出,1,,,
,产业结构,1,,,
,不够,1,,,
,,,,,
我们也将继续鼓励中国企业在相互尊重、平等互利基础上加大在拉美投资兴业力度，拓展农业、制造业、基础设施建设、新能源、航空航天等领域合作，积极探索新的合作方式，不断提升中拉合作水平。,合作,3,合作,合作,建设
,鼓励,1,中拉,中拉,我们
,领域,1,相互尊重,相互尊重,合作
,航空航天,1,平等互利,平等互利,中国
,继续,1,航空航天,航空航天,领域
,积极探索,1,积极探索,积极探索,企业
,相互尊重,1,拉美,拉美,基础
,水平,1,兴业,兴业,农业
,方式,1,基础设施,基础设施,提升
,新能源,1,拓展,拓展,不断
,提升,1,制造业,制造业,水平
,拓展,1,鼓励,鼓励,加大
,拉美,1,新能源,新能源,鼓励
,投资,1,力度,力度,力度
,我们,1,加大,加大,继续
,建设,1,,,
,平等互利,1,,,
,基础设施,1,,,
,基础,1,,,
,加大,1,,,
,力度,1,,,
,制造业,1,,,
,农业,1,,,
,兴业,1,,,
,企业,1,,,
,中拉,1,,,
,中国,1,,,
,不断,1,,,
,,,,,
明朝末年，中国开始落后于西方国家的发展，近代更是陷入了列强欺凌、被动挨打的境地。其中一个重要原因，就是封建社会统治者闭关自守、夜郎自大，看不到文艺复兴以来特别是工业革命以后世界发生的巨大变化，拒绝学习国外先进的科学技术和其他先进的东西。封闭必然落后，落后就要挨打，教训是深刻的。,落后,3,落后,落后,发展
,先进,2,先进,先进,国家
,陷入,1,夜郎自大,夜郎自大,中国
,闭关自守,1,被动挨打,被动挨打,世界
,重要,1,闭关自守,闭关自守,重要
,近代,1,欺凌,欺凌,科学技术
,西方,1,巨大变化,巨大变化,先进
,被动挨打,1,挨打,挨打,一个
,统治者,1,工业革命,工业革命,特别
,科学技术,1,文艺复兴,文艺复兴,以来
,看不到,1,列强,列强,就是
,特别,1,封建社会,封建社会,学习
,深刻,1,境地,境地,深刻
,欺凌,1,看不到,看不到,发生
,末年,1,封闭,封闭,落后
,更是,1,,,
,明朝,1,,,
,文艺复兴,1,,,
,教训,1,,,
,挨打,1,,,
,拒绝,1,,,
,必然,1,,,
,开始,1,,,
,巨大变化,1,,,
,工业革命,1,,,
,就要,1,,,
,就是,1,,,
,封闭,1,,,
,封建社会,1,,,
,学习,1,,,
,夜郎自大,1,,,
,境地,1,,,
,国家,1,,,
,国外,1,,,
,发生,1,,,
,发展,1,,,
,原因,1,,,
,列强,1,,,
,其他,1,,,
,其中,1,,,
,以来,1,,,
,以后,1,,,
,中国,1,,,
,东西,1,,,
,世界,1,,,
,一个,1,,,
,,,,,
要坚持围绕中心、服务大局，深入基层、面向群众，更加扎实有效做好建设节水型社会科普工作，在全社会形成节约用水合理用水的良好风尚。,社会,2,服务大局,服务大局,建设
,风尚,1,节水型,节水型,社会
,面向,1,节约用水,节约用水,坚持
,节约用水,1,深入基层,深入基层,形成
,节水型,1,风尚,风尚,工作
,良好,1,科普,科普,更加
,群众,1,社会,社会,科普
,科普,1,扎实,扎实,围绕
,用水,1,用水,用水,中心
,深入基层,1,面向,面向,面向
,服务大局,1,围绕,围绕,有效
,有效,1,做好,做好,群众
,更加,1,群众,群众,良好
,扎实,1,合理,合理,做好
,形成,1,坚持,坚持,合理
,建设,1,,,
,工作,1,,,
,坚持,1,,,
,围绕,1,,,
,合理,1,,,
,做好,1,,,
,中心,1,,,
,,,,,
我国人均水资源占有量低，节水是解决我国水问题的根本出路。节水环保科普展，突出了水生态保护、水环境治理和水资源节约，有利于在全社会形成节约用水、合理用水的良好风尚。,节水,2,节水,节水,我国
,水资源,2,水资源,水资源,社会
,我国,2,节约用水,节约用水,问题
,风尚,1,环境治理,环境治理,形成
,问题,1,占有量,占有量,解决
,解决,1,我国,我国,科普
,节约用水,1,风尚,风尚,保护
,节约,1,科普,科普,突出
,良好,1,用水,用水,生态
,突出,1,出路,出路,有利于
,科普,1,节约,节约,根本
,社会,1,人均,人均,节约
,用水,1,生态,生态,良好
,生态,1,环保,环保,合理
,环境治理,1,有利于,有利于,节水
,环保,1,,,
,根本,1,,,
,有利于,1,,,
,形成,1,,,
,合理,1,,,
,占有量,1,,,
,出路,1,,,
,保护,1,,,
,人均,1,,,
,,,,,
中国是缺水的国家，这个观念要普及，中国必须通过节水来解决水资源的问题，节水这个问题作为国家战略一定要落实到实处，变成一个个具体的实际行动。科普本身就是一个实际行动，让人们认识到事情的重要性，并知道做法的可行途径。,问题,2,实际行动,实际行动,国家
,这个,2,节水,节水,中国
,节水,2,实处,实处,战略
,实际行动,2,科普,科普,问题
,国家,2,缺水,缺水,必须
,中国,2,水资源,水资源,作为
,重要性,1,国家,国家,一个
,通过,1,可行,可行,解决
,途径,1,问题,问题,科普
,认识,1,普及,普及,这个
,解决,1,重要性,重要性,就是
,观念,1,这个,这个,通过
,落实,1,落实,落实,认识
,缺水,1,观念,观念,落实
,科普,1,途径,途径,一定
,知道,1,,,
,水资源,1,,,
,本身,1,,,
,普及,1,,,
,战略,1,,,
,必须,1,,,
,就是,1,,,
,实处,1,,,
,可行,1,,,
,变成,1,,,
,具体,1,,,
,做法,1,,,
,作为,1,,,
,人们,1,,,
,事情,1,,,
,一定,1,,,
,一个个,1,,,
,一个,1,,,
,,,,,
青少年是祖国的未来、科学的希望。广大青少年从小养成爱科学、学科学的良好习惯，增强对科学技术的兴趣和爱好，掌握必要的科学知识，培养初步的科学探究能力。希望全社会都能满腔热情关心青少年全面发展和成长成才，组织青少年开展多种形式科普活动和社会实践，为建设创新型国家培养更多后备人才。,青少年,4,青少年,青少年,发展
,科学,4,科学,科学,建设
,社会,2,培养,培养,国家
,希望,2,科普活动,科普活动,科学
,培养,2,满腔热情,满腔热情,人才
,良好习惯,1,良好习惯,良好习惯,社会
,能力,1,成才,成才,能力
,组织,1,希望,希望,科学技术
,科普活动,1,科学知识,科学知识,广大
,科学知识,1,多种形式,多种形式,全面
,科学技术,1,探究,探究,增强
,祖国,1,社会,社会,组织
,爱好,1,后备,后备,希望
,满腔热情,1,创新型,创新型,开展
,未来,1,爱好,爱好,创新型
,探究,1,,,
,掌握,1,,,
,成长,1,,,
,成才,1,,,
,必要,1,,,
,开展,1,,,
,建设,1,,,
,广大,1,,,
,实践,1,,,
,多种形式,1,,,
,增强,1,,,
,国家,1,,,
,后备,1,,,
,发展,1,,,
,初步,1,,,
,创新型,1,,,
,养成,1,,,
,兴趣,1,,,
,关心,1,,,
,全面,1,,,
,从小,1,,,
,人才,1,,,
,,,,,
今年的全国科普日活动主题鲜明、设计新颖、形式活泼。特别是科普日北京主场活动与举办科学嘉年华活动相结合，深入基层社区，面向千家万户，既是一次生动的水情、水利、水知识普及教育活动，又是一次落实“社区科普益民计划”，让科普工作走进城市社区、走进居民生活的成功尝试。,科普,4,科普,科普,科学
,活动,4,社区,社区,工作
,社区,3,活动,活动,生活
,走进,2,走进,走进,科普
,一次,2,主题鲜明,主题鲜明,活动
,面向,1,深入基层,深入基层,全国
,设计,1,普及教育,普及教育,知识
,计划,1,嘉年华,嘉年华,面向
,落实,1,水情,水情,特别
,科学,1,千家万户,千家万户,成功
,知识,1,一次,一次,计划
,相结合,1,主场,主场,城市
,益民,1,益民,益民,落实
,生活,1,新颖,新颖,社区
,生动,1,水利,水利,一次
,特别,1,,,
,深入基层,1,,,
,活泼,1,,,
,水情,1,,,
,水利,1,,,
,普及教育,1,,,
,新颖,1,,,
,成功,1,,,
,形式,1,,,
,工作,1,,,
,居民,1,,,
,尝试,1,,,
,城市,1,,,
,嘉年华,1,,,
,千家万户,1,,,
,北京,1,,,
,全国,1,,,
,今年,1,,,
,举办,1,,,
,主题鲜明,1,,,
,主场,1,,,
,,,,,
社区是社会的基本单元。在我国，建设和谐社会的基础在社区，加强和创新社会管理的重心在社区，提高全民科技文化素质的根基也在社区。着力加强社区科普工作对落实《全民科学素质行动计划纲要》十分重要。,社区,5,社区,社区,创新
,社会,2,全民,全民,科技
,加强,2,文化素质,文化素质,建设
,全民,2,加强,加强,我国
,重要,1,科普,科普,加强
,重心,1,行动计划,行动计划,科学
,行动计划,1,和谐社会,和谐社会,重要
,落实,1,社会,社会,基础
,纲要,1,纲要,纲要,社会
,素质,1,根基,根基,提高
,管理,1,素质,素质,工作
,科普,1,单元,单元,管理
,科技,1,重心,重心,科普
,科学,1,着力,着力,着力
,着力,1,落实,落实,素质
,根基,1,,,
,文化素质,1,,,
,提高,1,,,
,我国,1,,,
,建设,1,,,
,工作,1,,,
,基础,1,,,
,基本,1,,,
,和谐社会,1,,,
,单元,1,,,
,十分,1,,,
,创新,1,,,
,,,,,
中国科协和北京市要认真总结茉藜园社区在实施中国科协制定的“社区科普益民计划”方面的有益经验，加大对社区科普支持力度，引导更多科技工作者、科普工作者深入社区、深入群众，开展丰富多彩的科学普及活动。同时要进一步发挥社区科普志愿者的作用，不断提高社区居民科学素质。,社区,6,社区,社区,科技
,科普,4,科普,科普,科学
,工作者,2,中国科协,中国科协,发挥
,中国科协,2,工作者,工作者,提高
,进一步,1,茉藜园,茉藜园,作用
,认真总结,1,深入群众,深入群众,工作者
,计划,1,科学普及,科学普及,不断
,茉藜园,1,认真总结,认真总结,支持
,经验,1,益民,益民,方面
,素质,1,丰富多彩,丰富多彩,加大
,科技,1,志愿者,志愿者,开展
,科学普及,1,有益,有益,实施
,科学,1,素质,素质,力度
,益民,1,北京市,北京市,进一步
,深入群众,1,引导,引导,科普
,深入,1,,,
,活动,1,,,
,有益,1,,,
,方面,1,,,
,支持,1,,,
,提高,1,,,
,志愿者,1,,,
,引导,1,,,
,开展,1,,,
,居民,1,,,
,实施,1,,,
,同时,1,,,
,发挥,1,,,
,北京市,1,,,
,加大,1,,,
,力度,1,,,
,制定,1,,,
,作用,1,,,
,丰富多彩,1,,,
,不断,1,,,
,,,,,
各级党委和政府及时研究和帮助解决科普工作中遇到的困难和问题，支持科协组织广泛深入普及科学知识、为建设节水型社会和创新型国家发挥更大作用。,问题,1,节水型,节水型,建设
,遇到,1,科协,科协,国家
,解决,1,各级党委,各级党委,研究
,节水型,1,科学知识,科学知识,社会
,组织,1,科普,科普,发挥
,科普,1,创新型,创新型,问题
,科学知识,1,普及,普及,作用
,科协,1,更大,更大,工作
,社会,1,深入,深入,支持
,研究,1,发挥,发挥,组织
,深入,1,遇到,遇到,创新型
,更大,1,及时,及时,解决
,普及,1,困难,困难,政府
,政府,1,帮助,帮助,科普
,支持,1,广泛,广泛,科协
,建设,1,,,
,广泛,1,,,
,帮助,1,,,
,工作,1,,,
,国家,1,,,
,困难,1,,,
,各级党委,1,,,
,发挥,1,,,
,及时,1,,,
,创新型,1,,,
,作用,1,,,
,,,,,
在运用我们党在长期实践中积累的有效方法的同时，要适应新形势新情况特别是当今社会信息网络化的特点，进一步拓展调研渠道、丰富调研手段、创新调研方式，学习、掌握和运用现代科学技术的调研方法，如问卷调查、统计调查、抽样调查、专家调查、网络调查等，并逐步把现代信息技术引入调研领域，提高调研的效率和科学性。,调研,6,调研,调研,创新
,运用,2,运用,运用,我们
,调查,2,长期实践,长期实践,领域
,现代,2,统计调查,统计调查,提高
,方法,2,调查,调查,科学技术
,领域,1,现代,现代,现代
,问卷调查,1,当今社会,当今社会,方式
,长期实践,1,网络化,网络化,进一步
,逐步,1,方法,方法,掌握
,适应,1,抽样调查,抽样调查,特别
,进一步,1,问卷调查,问卷调查,信息技术
,网络化,1,科学性,科学性,同时
,网络,1,信息技术,信息技术,运用
,统计调查,1,拓展,拓展,学习
,积累,1,科学技术,科学技术,有效
,科学技术,1,,,
,科学性,1,,,
,特点,1,,,
,特别,1,,,
,渠道,1,,,
,有效,1,,,
,方式,1,,,
,效率,1,,,
,提高,1,,,
,掌握,1,,,
,拓展,1,,,
,抽样调查,1,,,
,手段,1,,,
,我们,1,,,
,情况,1,,,
,形势,1,,,
,当今社会,1,,,
,引入,1,,,
,学习,1,,,
,同时,1,,,
,创新,1,,,
,信息技术,1,,,
,信息,1,,,
,丰富,1,,,
,专家,1,,,
,,,,,
在新的历史起点上深化中美农业交流合作，要加强科技合作，着力提高农业生产效率，推动农业可持续发展。,农业,3,农业,农业,科技
,合作,2,合作,合作,发展
,起点,1,起点,起点,推动
,科技,1,着力,着力,加强
,着力,1,深化,深化,合作
,生产,1,效率,效率,农业
,深化,1,交流,交流,提高
,效率,1,科技,科技,生产
,提高,1,加强,加强,深化
,推动,1,推动,推动,持续
,持续,1,持续,持续,交流
,发展,1,提高,提高,着力
,历史,1,历史,历史,历史
,加强,1,生产,生产,效率
,交流,1,发展,发展,起点
,,,,,
我看到的一个统计资料反映，美国对高技术产品的严格管制导致很多有优势的美国公司丧失了在中国的潜在市场机会：2001年至2011年，中国进口高技术产品从560亿美元增至4630亿美元，年均增幅23.5%。同一时期自美国进口的高技术产品，则由2011年占中国高技术产品进口总额的16.7%降到2011年的6.3%。如果美国2011年对华高技术产品出口能够保持2011年的比重，则美国对华出口额可增加近500亿美元。由此可见，放宽对华出口管制对美国有很大好处。扭转中美贸易不平衡，最有效的办法不是限制中国对美出口，而是要扩大美国对华出口。,高技术,5,2011,2011,中国
,美国,5,高技术,高技术,优势
,产品,5,对华,对华,市场
,2011,5,产品,产品,一个
,对华,4,出口,出口,产品
,出口,4,美国,美国,高技术
,中国,4,亿美元,亿美元,有效
,亿美元,3,管制,管制,时期
,进口,2,进口,进口,能够
,管制,2,中国,中国,保持
,限制,1,2001,2001,很多
,降到,1,560,560,扩大
,贸易,1,4630,4630,增加
,能够,1,23.5%,23.5%,美国
,而是,1,16.7%,16.7%,看到
,美国进口,1,,,
,美国公司,1,,,
,统计资料,1,,,
,看到,1,,,
,由此可见,1,,,
,潜在,1,,,
,比重,1,,,
,机会,1,,,
,有效,1,,,
,时期,1,,,
,放宽,1,,,
,扭转,1,,,
,扩大,1,,,
,总额,1,,,
,很大,1,,,
,很多,1,,,
,年均,1,,,
,平衡,1,,,
,市场,1,,,
,导致,1,,,
,对美,1,,,
,如果,1,,,
,好处,1,,,
,增至,1,,,
,增幅,1,,,
,增加,1,,,
,同一,1,,,
,反映,1,,,
,办法,1,,,
,出口额,1,,,
,保持,1,,,
,优势,1,,,
,丧失,1,,,
,严格,1,,,
,不是,1,,,
,一个,1,,,
,6.3%,1,,,
,560,1,,,
,500,1,,,
,4630,1,,,
,23.5%,1,,,
,2001,1,,,
,16.7%,1,,,
,,,,,
今后，我们还将继续拓展对外开放广度和深度，鼓励一切在华企业，包括在华外资企业，在中国国内市场上公平竞争、积极创新，在赢得市场的同时推动技术进步和社会发展。鼓励创新离不开对知识产权的保护。当前，中国正在着力营造更加公开透明的法律政策环境，继续从司法和行政两个方面加强知识产权保护，包括建立副总理级的知识产权保护协调机制，为本国企业和在华外资企业提供更加安全的经营环境。,知识产权,3,知识产权,知识产权,创新
,保护,3,外资企业,外资企业,发展
,鼓励,2,保护,保护,技术
,继续,2,鼓励,鼓励,推动
,环境,2,创新,创新,加强
,更加,2,更加,更加,我们
,市场,2,环境,环境,中国
,外资企业,2,公平竞争,公平竞争,企业
,包括,2,广度,广度,社会
,创新,2,继续,继续,积极
,企业,2,包括,包括,方面
,中国,2,企业,企业,安全
,透明,1,对外开放,对外开放,机制
,进步,1,离不开,离不开,更加
,赢得,1,营造,营造,环境
,行政,1,,,
,营造,1,,,
,经营,1,,,
,积极,1,,,
,离不开,1,,,
,社会,1,,,
,着力,1,,,
,深度,1,,,
,法律,1,,,
,正在,1,,,
,机制,1,,,
,本国,1,,,
,方面,1,,,
,政策,1,,,
,提供,1,,,
,推动,1,,,
,拓展,1,,,
,技术,1,,,
,我们,1,,,
,总理,1,,,
,当前,1,,,
,建立,1,,,
,广度,1,,,
,对外开放,1,,,
,安全,1,,,
,国内,1,,,
,同时,1,,,
,司法,1,,,
,发展,1,,,
,协调,1,,,
,加强,1,,,
,公开,1,,,
,公平竞争,1,,,
,今后,1,,,
,两个,1,,,
,一切,1,,,
,,,,,
继续推进产业转型升级，深化经济结构调整，是中美塑造各自发展新模式的共同战略取向。希望两国企业敏锐抓住两国产业结构调整的契机，加快推动在清洁能源、信息技术、电动汽车、新材料、医药和医疗器械、再制造等新兴领域开展合作，为深化经贸合作注入新的动力。我们要鼓励两国企业加强在高铁、公路、港口、桥梁、智能电网、体育和医疗中心、宜居社区等领域的项目建设、融资，以及技术交流等方面合作。,领域,2,深化,深化,发展
,结构调整,2,结构调整,结构调整,技术
,深化,2,合作,合作,建设
,合作,2,产业,产业,经济
,企业,2,领域,领域,推动
,产业,2,宜居,宜居,加快
,鼓励,1,经贸合作,经贸合作,加强
,高铁,1,高铁,高铁,产业
,项目,1,医疗器械,医疗器械,我们
,转型,1,敏锐,敏锐,合作
,融资,1,电动汽车,电动汽车,领域
,能源,1,企业,企业,战略
,继续,1,取向,取向,企业
,经贸合作,1,信息技术,信息技术,推进
,经济,1,契机,契机,方面
,社区,1,,,
,电网,1,,,
,电动汽车,1,,,
,港口,1,,,
,清洁,1,,,
,注入,1,,,
,模式,1,,,
,桥梁,1,,,
,材料,1,,,
,智能,1,,,
,方面,1,,,
,新兴,1,,,
,敏锐,1,,,
,推进,1,,,
,推动,1,,,
,抓住,1,,,
,技术,1,,,
,战略,1,,,
,我们,1,,,
,开展,1,,,
,建设,1,,,
,希望,1,,,
,宜居,1,,,
,契机,1,,,
,塑造,1,,,
,各自,1,,,
,取向,1,,,
,发展,1,,,
,升级,1,,,
,医药,1,,,
,医疗器械,1,,,
,医疗,1,,,
,动力,1,,,
,加快,1,,,
,加强,1,,,
,制造,1,,,
,共同,1,,,
,公路,1,,,
,信息技术,1,,,
,体育,1,,,
,以及,1,,,
,交流,1,,,
,中美,1,,,
,中心,1,,,
,,,,,
当前，中国正在积极实施2011年至2015年国民经济和社会发展第十二个五年规划纲要。在此期间，中国将构建扩大内需的长效机制，不断扩大国内市场总体规模。中国将加快科技进步和创新，强化知识产权保护，加快应用高新技术改造提升传统产业，大力培育战略性新兴产业。,中国,3,2011,2011,创新
,加快,2,2015,2015,发展
,高新技术,1,加快,加快,加快
,长效机制,1,第十二个,第十二个,中国
,规模,1,科技进步,科技进步,社会
,规划,1,传统产业,传统产业,提升
,纲要,1,中国,中国,应用
,第十二个,1,长效机制,长效机制,积极
,积极,1,纲要,纲要,构建
,科技进步,1,知识产权,知识产权,培育
,社会,1,不断扩大,不断扩大,实施
,知识产权,1,高新技术,高新技术,市场
,正在,1,在此期间,在此期间,强化
,构建,1,战略性,战略性,当前
,新兴产业,1,新兴产业,新兴产业,大力
,改造,1,,,
,提升,1,,,
,扩大内需,1,,,
,战略性,1,,,
,总体,1,,,
,当前,1,,,
,强化,1,,,
,应用,1,,,
,市场,1,,,
,实施,1,,,
,大力,1,,,
,培育,1,,,
,在此期间,1,,,
,国民经济,1,,,
,国内,1,,,
,发展,1,,,
,创新,1,,,
,保护,1,,,
,传统产业,1,,,
,五年,1,,,
,不断扩大,1,,,
,2015,1,,,
,2011,1,,,
,,,,,
爱尔兰在软件开发、信息通信、生物制药等高新技术产业方面具有很强的产业集群优势和成果转化能力。中国正在大力推进产业结构调整、推动技术创新，优先发展包括新一代信息技术和生物技术在内的高新技术产业，加快建设创新型国家。高新技术与新兴产业合作可以成为中爱经贸合作的重点。两国企业家应该抓住机遇，在拓展高新技术和新兴产业合作中增创互利合作新优势。,高新技术,4,高新技术,高新技术,技术
,产业,4,产业,产业,建设
,合作,3,合作,合作,国家
,新兴产业,2,新兴产业,新兴产业,推动
,优势,2,增创,增创,加快
,集群,1,中爱,中爱,产业
,重点,1,优势,优势,合作
,通信,1,软件开发,软件开发,中国
,软件开发,1,抓住机遇,抓住机遇,推进
,转化,1,经贸合作,经贸合作,优势
,能力,1,优先发展,优先发展,能力
,结构调整,1,互利,互利,成为
,经贸合作,1,生物制药,生物制药,成果
,生物制药,1,技术创新,技术创新,具有
,生物,1,创新型,创新型,方面
,爱尔兰,1,,,
,正在,1,,,
,方面,1,,,
,新一代,1,,,
,推进,1,,,
,推动,1,,,
,拓展,1,,,
,抓住机遇,1,,,
,技术创新,1,,,
,技术,1,,,
,成果,1,,,
,成为,1,,,
,很强,1,,,
,建设,1,,,
,应该,1,,,
,大力,1,,,
,增创,1,,,
,在内,1,,,
,国家,1,,,
,可以,1,,,
,包括,1,,,
,加快,1,,,
,创新型,1,,,
,具有,1,,,
,信息技术,1,,,
,信息,1,,,
,优先发展,1,,,
,企业家,1,,,
,互利,1,,,
,中爱,1,,,
,中国,1,,,
,,,,,
天文学是人类认识宇宙的科学，是推动自然科学发展和高新技术发展、促进人类社会进步的最重要、最活跃的前沿学科之一，对其他门类的自然科学和技术进步有着巨大推动作用。浩瀚无垠的宇宙空间，让生活在地球上的人类充满好奇、为之神往；博大精深的天文科学，以其独特魅力吸引着世世代代有识之士为之孜孜钻研、不懈探寻。天文学作为一门研究天体和其他宇宙物质的位置、分布、运动、形态、结构、化学组成、物理性质及其起源和演化的学科，在人类认识世界、改造世界的活动中始终占有重要位置。我们看到，天文观测的每一次重大发现，都不断深化着人类对宇宙奥秘的认识；天文科学的每一项重大成就，都极大丰富了人类知识宝库；天文学与其他学科交叉融合实现的每一次重大突破，都对基础科学乃至人类文明进步带来现实的和长远的深刻影响。,人类,6,人类,人类,发展
,进步,3,天文学,天文学,技术
,认识,3,天文,天文,推动
,科学,3,宇宙,宇宙,我们
,宇宙,3,学科,学科,科学
,学科,3,进步,进步,世界
,天文学,3,认识,认识,研究
,天文,3,科学,科学,重要
,其他,3,自然科学,自然科学,实现
,重要,2,其他,其他,社会
,自然科学,2,浩瀚无垠,浩瀚无垠,重大
,推动,2,极大丰富,极大丰富,人类
,发展,2,孜孜,孜孜,促进
,位置,2,位置,位置,作用
,世界,2,推动,推动,融合
,一次,2,,,
,魅力,1,,,
,高新技术,1,,,
,门类,1,,,
,长远,1,,,
,钻研,1,,,
,重大突破,1,,,
,重大成就,1,,,
,重大,1,,,
,运动,1,,,
,起源,1,,,
,观测,1,,,
,融合,1,,,
,结构,1,,,
,组成,1,,,
,神往,1,,,
,社会,1,,,
,研究,1,,,
